"","phn","pc1","pc2","pc3","pc4","pc5","pc6","pc7","pc8","pc9","pc10","pc11","pc12","pc13","pc14","pc15","pc16","pc17","pc18","pc19","pc20","pfna"
"1530","l",-4.423128,8.039157,3.865159,6.18426,-4.432806,-2.79435,3.568474,8.80996,-2.312017,1.802003,-3.726914,-5.109173,-2.612669,4.637431,-4.108843,3.210475,-1.395864,2.855658,-4.887978,-3.44336,"A"
"1531","dh",-13.01461,10.64607,3.887618,0.5373486,5.096102,-7.340218,4.332579,-4.664877,11.11518,-0.8566706,-8.606996,-0.05009087,3.817094,-0.1310326,2.503061,-1.480723,-2.26484,-3.975229,-2.28956,-2.054371,"F"
"1532","ax",-19.698,8.6182,-1.145442,-3.230896,5.381408,4.376674,8.908369,-3.584318,-7.233312,-5.375421,-1.562335,-1.809943,-0.2655447,0.8729937,2.821594,2.097339,3.438281,-1.355944,-0.7390759,-1.513606,"A"
"1533","s",2.972753,9.315974,-12.55282,-2.836509,6.186269,-2.495674,-4.232861,-0.2031602,-1.806284,-2.670929,6.80575,3.750564,-4.533722,-1.396647,-7.670498,-0.00409237,-4.688174,0.3907854,-0.1474438,-0.954774,"F"
"1534","tcl",19.97019,2.518215,5.703702,-12.50812,-7.204516,-2.941123,-6.550811,-4.33819,-4.876107,5.253287,-4.723121,4.947837,-1.519828,-6.420878,-6.22909,5.093469,4.601659,2.630357,1.262137,4.727588,"P"
"1535","t",-8.285479,-14.63378,8.756452,2.286221,-10.80863,-0.5868015,3.011414,-3.286938,4.999466,-1.623172,-3.011525,-9.179531,-2.033214,-1.063435,-6.405651,-2.576027,6.62897,3.411768,3.304178,2.738295,"P"
"1536","aa",-16.87149,-8.186655,8.076077,11.50758,-10.13347,-3.959807,3.109912,0.1495961,1.585924,-1.085287,0.4844912,-10.13078,-4.104651,-1.161222,-3.477993,0.4297914,8.022374,4.60087,1.894471,2.309226,"A"
"1537","pcl",17.46802,4.82019,-6.754851,5.061462,-4.153722,-2.561822,3.631507,-9.33034,-7.302093,-0.08314243,0.1710348,1.810001,-2.781283,-1.568727,-3.207167,8.780507,0.9318729,-1.77875,3.903368,1.701375,"P"
"1538","w",4.979197,-15.06594,4.302004,-8.176661,-6.019635,-5.187546,-3.02137,-3.815299,1.234819,-0.6866245,-5.5877,-4.178565,0.4821922,-2.394531,-9.579787,2.384342,3.385513,3.662082,-0.5391758,2.468798,"A"
"1539","aa",-15.24741,4.53963,5.491419,2.585177,-2.637465,-9.583698,-3.799851,3.011501,2.087456,-2.88766,3.954546,-4.418801,-7.940165,-2.913692,0.2255884,2.269787,1.136437,3.355829,3.165216,2.732926,"A"
"1540","tcl",3.770526,11.28848,-8.395944,-0.6142334,3.840035,-4.133292,-0.1783296,-3.789748,-3.182418,-1.112534,-0.7784306,1.074943,-4.661943,-0.3460193,0.6859932,3.854416,-2.320802,-0.7481973,-0.9938839,2.671457,"P"
"1541","ch",12.36928,4.246429,0.02860291,-5.976604,-0.6917165,-0.7580993,1.007974,-7.583441,2.12186,-3.999877,-0.8147292,-1.942951,1.92487,-1.44808,-2.537497,-1.72673,-3.617582,0.4606245,1.520928,1.530515,"P"
"1542","f",9.525824,2.648095,4.907965,-7.566477,-3.557672,-2.267333,3.89143,6.908453,4.578673,2.445849,5.273555,0.8432303,-4.216625,1.841502,2.32381,1.240326,0.06345169,-0.05959283,-0.4423143,-1.635065,"F"
"1543","r",-3.579392,-7.224029,7.204072,2.749089,6.048486,-1.568832,6.282367,4.93984,1.648607,-0.1644122,-5.140848,-3.336544,4.733656,-3.209529,-2.962641,1.45012,-4.371306,-0.2141161,-2.844669,-0.6302621,"A"
"1544","ax",-9.553775,-0.3336407,6.440781,7.671205,6.449455,-3.948131,3.525056,-1.307644,-4.424163,1.918782,-3.69886,-3.214342,2.840703,5.899461,-2.76203,1.577403,-2.755808,-3.767886,-1.730261,-0.1724832,"A"
"1545","m",-11.36588,11.01906,0.251107,-0.9233448,6.54606,-5.923369,-0.8838465,-7.379994,-4.921642,1.921709,1.050257,3.762716,-0.6205574,0.01946173,2.595192,-0.2850516,2.144046,-1.751225,1.091303,-2.388796,"N"
"1546","ax",-2.588573,-4.043537,-9.402128,-7.52249,-0.455751,3.220615,-1.837801,-6.032683,-0.2635316,-3.732195,8.364302,-0.2557078,-0.369653,-1.836042,-3.700868,-1.89962,-4.029877,3.258462,-1.83359,1.58355,"A"
"1547","bcl",11.94616,-2.865551,-7.241793,6.411753,-5.217659,1.600873,-1.591021,1.294732,0.3618517,-1.673891,6.737873,-4.347567,4.857313,0.5204531,-3.715892,-0.6427834,-0.2724924,-1.334712,2.103634,-5.609125,"P"
"1548","b",-3.708766,-0.9006777,11.34213,-2.916858,-2.569896,-4.261131,5.218092,5.140133,3.509626,-4.570234,-0.4267873,-0.1856342,2.20561,-0.581297,0.4021846,1.201425,-0.7416773,-0.271862,2.17771,-6.918367,"P"
"1549","l",-9.799871,-2.352287,7.529082,-2.682005,-1.974463,-3.794875,6.812471,5.420628,0.8509546,-3.429338,-2.177816,0.4882004,1.989416,0.6755752,-1.393955,3.911792,-0.6926927,0.2871759,-0.2883697,-6.723334,"A"
"1550","iy",-10.94117,3.403907,-7.196228,1.721802,2.568163,-3.954508,4.935538,-3.269313,-0.2874014,2.11841,-2.760185,0.9222736,-0.125539,-0.1890314,-2.720734,-0.3710582,-4.768143,-3.386384,-2.194517,-2.85298,"A"
"1551","tcl",5.544443,3.780857,-3.631907,-0.1615259,3.227169,-1.322991,1.714537,-2.921122,-1.133919,-2.730436,3.914698,2.374108,-3.97973,-2.131948,-2.654838,-4.936469,-1.992464,-0.09903778,-1.065939,-0.6452942,"P"
"1552","ch",6.875364,1.040038,6.04602,0.2128604,1.073798,0.7281272,0.1936148,0.8810624,-0.1110807,-2.111748,2.682578,-1.867535,2.700267,-0.4197158,-1.007338,-0.6643807,1.140205,-1.064982,0.8699939,0.6910932,"P"
"1553","axr",-5.471769,1.440895,1.377051,-3.106454,-0.175127,0.9380651,1.051487,-0.9090771,1.060167,0.4121038,-1.076374,-0.423129,-0.224604,-0.2207903,-1.154088,-0.4620953,-0.7733875,-0.7347931,0.9753877,-0.08244464,"A"
"1554","s",0.5464739,5.432704,1.000611,-1.102134,0.7512805,0.3591576,1.059999,-0.5799474,1.113343,0.01487046,0.480105,-2.255558,0.5250302,-0.5023923,-0.8000919,0.3721574,-0.131131,-0.2572101,-0.3804986,0.1572147,"F"
"1555","dh",-29.21408,-9.014118,8.904662,4.063465,-1.289541,1.400857,-1.263578,3.86173,-0.9251829,4.56009,0.8302712,4.627768,2.086159,3.61046,0.8148446,0.8209154,-7.28938,1.942276,-3.37557,-3.130308,"F"
"1556","ae",-36.53779,-1.451012,-9.279037,8.205405,5.414704,-10.72152,-5.886274,0.1378505,4.824035,2.861962,1.823242,1.627022,7.749186,0.6849895,1.216748,0.1501616,0.4240114,-1.143254,-1.969641,-3.091056,"A"
"1557","tcl",13.68846,12.96782,-5.48454,-13.85817,2.682086,3.089336,-0.07115425,2.977612,5.319548,-5.977681,2.115951,-5.107417,-1.949061,8.27802,4.007586,-6.952034,-1.769842,0.317884,2.810664,3.6181,"P"
"1558","dcl",29.19341,-2.814129,3.876111,-3.239278,-1.301143,2.699049,11.38156,8.36544,-5.896831,2.046929,5.537307,-0.5879302,0.880509,2.270785,5.853985,0.987582,-2.576478,-1.989973,-2.641547,4.029167,"P"
"1559","d",-7.390028,-14.40141,4.280869,-8.962706,7.962455,1.924265,12.69923,7.51317,-2.479442,15.27096,0.7216541,13.32327,2.875607,2.085616,5.150456,-1.712828,7.439171,3.427294,-3.990147,4.856283,"P"
"1560","ao",-10.72725,-16.21203,-3.419288,-2.806887,11.74423,-0.6042899,7.332199,6.032919,-4.210307,15.25432,1.314346,15.79056,0.1568126,-6.235891,-1.227512,3.77075,2.883825,10.13257,-4.530086,5.637519,"A"
"1561","gcl",5.443438,17.62351,4.451585,-5.010971,-0.08893332,4.698054,4.750407,-1.985259,3.11087,-1.101717,-3.705174,-2.579749,0.5981881,-1.388968,-2.331072,-4.775841,0.5952591,0.3350259,-2.121814,-0.04082277,"P"
"1562","ch",20.23971,-10.3086,7.49404,5.546958,12.06587,5.370671,-5.157561,4.416633,-4.105348,-3.299755,-1.691228,-3.431952,-1.754666,-2.971517,-3.168312,5.542291,-7.035985,7.004062,0.0302806,-4.655684,"P"
"1563","ey",-24.26688,2.070322,-2.253327,-2.178541,-12.65386,7.931378,0.3400666,-1.734488,1.989802,1.310258,5.174586,6.449334,-5.841223,-6.623593,-1.049917,5.754966,-5.514289,-2.018334,-6.85673,8.00569,"A"
"1564","s",19.89084,-4.914126,0.219856,11.27997,3.050338,-3.639097,-4.812694,-5.798889,-5.497417,-10.75588,-1.459796,1.976235,0.06521058,5.174092,7.082329,-4.72191,-3.011702,5.314995,-2.636519,2.335899,"F"
"1565","ix",-17.69223,-3.756189,-0.9624968,0.5051359,-6.669757,0.4859488,1.781199,3.574276,1.552806,-0.2534049,-7.855226,3.094911,0.06673086,1.602952,-7.368932,-4.550249,-5.241658,-5.793641,4.544267,0.4829881,"A"
"1566","z",-3.932957,9.859411,-7.440738,0.4302633,3.621174,-3.065227,1.781412,-1.720931,-1.938343,-3.057133,1.260929,1.68791,-8.439963,-0.3011144,-0.6983857,-5.836368,-0.9281597,1.863389,-1.349652,-0.9608233,"F"
"1567","kcl",7.330118,12.11804,2.235784,-11.95903,-1.855933,-1.455222,-3.990543,-0.004505714,-2.31271,-2.052075,3.0683,-1.506097,-1.145923,5.694283,2.591096,-0.7526327,-4.780485,1.483981,0.7446904,1.021972,"P"
"1568","k",10.87775,-13.15431,-2.328075,-4.134289,2.961972,5.258436,8.729596,9.080226,-2.556714,1.425589,0.0110929,2.767801,-1.322402,-11.28324,-1.303445,5.260506,5.694049,-1.217495,3.630562,-1.492868,"P"
"1569","ae",-0.01619062,-23.99114,2.468833,-2.3918,-8.306998,-1.662239,2.890583,-9.416812,3.94375,1.210443,6.451303,9.979737,-3.0567,-0.08741078,3.69543,5.468099,8.700609,5.092311,-10.13679,6.340289,"A"
"1570","tcl",2.278332,14.18727,-8.918135,6.207568,1.083201,-0.6566258,3.716064,-3.165001,-2.089212,1.254291,2.229588,0.1838822,-4.564022,0.9766983,-3.688909,1.807227,0.0642668,-3.8635,-1.514383,-1.038384,"P"
"1571","s",0.4365982,9.508492,7.910119,-1.679814,-0.190263,5.123747,4.285344,-1.146932,1.115404,-1.634469,-0.639016,-3.816634,1.16766,1.391251,-1.815057,1.215114,-0.3342342,-0.1706014,-0.3026434,0.4775419,"F"
"1572","pau",26.01207,-8.010122,-4.927719,-6.936051,1.610874,-0.5062236,7.403415,2.072713,-1.443648,6.437902,2.734796,0.31186,3.749162,-1.839745,2.330701,-1.015073,0.8537356,-4.882964,2.912838,7.728564,"X"
"1573","m",16.89792,-6.772463,17.48094,6.931465,11.373,4.856875,2.00883,4.685807,6.549396,8.796187,-1.742382,8.145705,-2.280253,1.988628,-1.522883,-1.78029,-1.066579,4.687709,0.6925555,2.137915,"N"
"1574","er",-21.39432,-4.742444,14.18634,2.138767,7.39133,3.044063,-9.037277,-2.790929,-4.684443,6.612753,5.180379,0.1986758,6.092179,4.043598,4.17138,-9.852464,-1.428781,4.690521,2.305894,1.41915,"A"
"1575","s",18.17476,-0.6855706,-14.09792,3.930476,-8.804923,0.1559515,-3.590412,0.7595622,11.03031,0.01115284,-2.525169,-0.1356845,13.24461,8.637179,-1.835338,-2.276052,6.156481,-0.1699948,-5.130154,1.235391,"F"
"1576","ax",1.389413,-19.91594,-0.2317822,-11.1674,-0.4779613,-9.361053,2.144508,-3.673382,-0.487485,4.839515,-8.101141,-3.312976,3.803297,-5.389386,-1.050406,-6.766294,-3.144046,-2.337082,8.873491,-3.094834,"A"
"1577","l",-9.734276,4.189454,-0.1166644,13.24642,0.02768042,-3.368026,-1.248055,-2.632819,-2.386128,2.575204,2.276695,4.698061,-6.267545,-6.345578,3.68035,-6.943542,-0.5858443,5.640326,0.2817371,-5.881967,"A"
"1578","eh",-15.68079,2.982833,3.36642,0.8975895,4.206839,-3.060739,-8.391206,2.945439,5.850511,-0.6302093,5.941929,0.121939,-0.2015089,-0.7038569,-1.298897,-3.976504,-1.848507,2.907421,-3.571313,-2.786485,"A"
"1579","s",1.341787,15.18549,-7.914984,-0.9564529,1.135973,-0.5317554,-4.286084,1.296308,1.846498,-4.016214,1.469405,2.598432,-2.732616,6.755881,-1.891101,3.953194,-2.796207,-0.07541151,-1.657515,-1.549692,"F"
"1580","l",6.33291,-12.21597,3.075446,-6.846431,-3.59374,-1.089145,1.432928,-2.038966,-0.9147032,6.869046,-8.7158,-2.014181,-5.793693,1.402082,0.3737066,-9.988095,-4.3461,-0.6751635,6.703755,-9.102052,"A"
"1581","iy",-9.880836,-12.55493,-0.6462559,9.559834,3.021911,-6.735163,-3.174067,-0.5985048,0.1805124,-1.687327,7.493519,0.5875616,-1.312337,-8.02102,2.693064,-3.156405,-2.58808,4.294645,-4.085151,-0.8936165,"A"
"1582","d",-11.50988,-10.42581,-6.339119,-1.70549,-4.68187,7.833087,-2.951717,3.919243,-0.1975142,7.967621,4.517095,2.182513,-0.7224534,7.028862,6.220089,-5.59852,-2.464474,-0.004772275,1.695966,3.712657,"P"
"1583","ow",-10.09401,-10.04053,-12.12499,2.406864,-4.385541,1.803624,-2.999047,5.302456,2.193209,9.280517,5.987923,2.309889,2.349714,2.440199,8.117558,-2.791214,-1.484872,4.141758,-0.9031628,6.017377,"A"
"1584","nx",-1.678727,-0.2262128,5.058755,5.231885,-3.574485,-2.744771,9.812013,-2.745951,4.035354,6.969529,1.009745,2.586086,10.77497,0.01091356,7.93604,0.4476147,0.7572524,4.683443,-2.746027,-5.598386,"N"
"1585","ae",-12.52486,5.227552,9.08263,2.197914,-1.696751,-1.481685,7.898829,-0.4872076,-0.6585608,4.50151,2.72174,4.283173,3.724785,1.928226,0.598207,0.5118334,-2.074242,5.266126,-4.610054,-4.63035,"A"
"1586","s",14.84523,8.910628,1.57624,-0.2033702,-1.110315,-0.9551599,-3.225289,-5.969772,-4.253953,-2.064962,3.419941,0.1251465,0.9799637,-3.58924,-6.803719,-2.426843,2.088553,-1.957924,2.271419,-2.143255,"F"
"1587","epi",5.083896,-1.689417,9.113921,-3.312632,-5.767803,1.63328,-0.8499178,-2.664811,6.672031,-7.124172,2.134982,-1.879769,-0.5068505,1.505392,-3.453384,-2.93651,0.9971088,2.117283,4.850522,2.349491,"X"
"1588","m",-5.687355,-0.3069954,7.233703,4.290377,-8.684063,0.870644,3.695637,6.08801,0.4263001,-5.284073,0.04447465,-2.947494,-1.284312,-0.1662646,-3.554261,0.09109585,4.242182,4.001151,4.405069,-0.983187,"N"
"1589","ix",-8.520818,4.816082,3.813234,3.94417,-6.506791,-3.343795,2.647477,7.753165,-0.8917405,-2.66235,-1.271948,-2.810669,-0.9202684,-1.46264,-1.479795,2.664761,3.611535,5.368499,1.794468,-2.911254,"A"
"1590","dx",-11.48591,6.866916,-1.778853,-2.016435,1.404602,-6.02415,5.977625,-2.402257,5.700337,-0.7918798,-6.496895,-3.927267,-1.997989,-1.815481,-2.41621,0.7383835,-4.732914,-2.474945,-0.9967794,1.29022,"P"
"1591","ih",-11.11453,6.252791,-5.070499,-3.075845,2.435904,-2.111926,7.52047,-1.614678,-0.1305618,-1.535901,-7.858033,-4.555309,-0.07229206,-3.57135,-1.272369,-1.24331,-0.6784241,-3.207184,-0.3344432,-2.003408,"A"
"1592","kcl",14.23793,0.4454509,0.4351553,-0.3880544,-0.1113778,-2.293359,2.29536,-2.448771,2.609583,-4.649382,9.984361,-1.74062,2.189125,-1.288162,4.666631,-8.559389,-2.883757,-3.494091,3.472873,2.416177,"P"
"1593","k",7.529925,1.515641,8.242264,-5.41781,2.755556,-0.9551558,8.467832,9.945938,2.432258,7.072208,3.131436,4.247365,-2.157736,0.4137219,-1.220271,4.687841,-0.7254655,-1.86311,-3.7418,6.604675,"P"
"1594","eh",-5.695343,-9.260357,-3.575482,1.414597,12.54396,1.366713,-0.5060155,-3.242807,-7.251604,9.862037,-5.763174,4.214562,0.1133256,2.238732,-2.373663,1.229831,4.41487,6.538222,4.519477,-0.5832114,"A"
"1595","r",-4.435028,1.447496,1.998272,3.250545,-4.065749,9.999293,-6.974747,-5.233925,-0.5669507,0.7354818,9.624834,-1.599277,2.702178,-3.473859,1.130681,-3.203499,5.304701,1.914916,-3.907155,-9.199841,"A"
"1596","ih",-3.920803,2.761666,-3.708167,-2.061366,-5.618865,5.44135,-12.05597,5.884579,3.521408,-2.307082,6.553235,-1.169848,2.030495,-1.982242,-0.3140891,2.113137,-2.96518,-0.2030947,-9.984198,-2.549957,"A"
"1597","n",10.00249,-1.530386,-0.4056085,3.72304,1.256734,-2.387272,-3.283295,0.2898579,2.100094,-0.4559172,-6.653219,5.059403,-9.147476,-4.401696,5.553263,4.180923,-0.5008464,-1.921201,1.853545,1.884763,"N"
"1598","oy",0.2325389,-6.688558,5.127001,-0.9058893,4.590616,1.691115,-2.009681,3.587613,0.2738297,0.368859,-6.130535,-0.2678895,-4.188983,-2.073336,-0.8497669,-2.947726,3.810447,-6.665669,5.270233,0.6705704,"A"
"1599","l",-3.034834,-1.049803,-0.9379573,5.719878,8.401351,11.58738,-13.129,-1.743803,0.4805223,4.087456,-0.9016744,-4.279092,-2.391891,1.117568,6.241044,2.695624,1.8568,3.859436,1.962899,-3.917185,"A"
"1600","ix",4.667444,-4.477266,-5.044716,-0.2845044,-3.500714,11.56372,-13.63456,-2.012028,1.414688,3.404938,0.1989074,-7.128645,1.143109,-3.978225,4.079599,4.421574,-1.635069,-3.44674,-7.731166,-3.405954,"A"
"1601","r",6.40772,-5.35716,-6.067615,-0.39291,-9.127715,5.106648,-10.49602,2.228337,1.937037,1.413398,-7.75838,-3.274796,-0.4609902,-3.05657,10.70385,5.327606,-5.292022,-2.993459,-6.250926,-2.361572,"A"
"1602","ae",-5.800713,-8.817066,5.368998,11.6297,-4.183831,-3.276366,-3.130042,-1.535682,5.271464,-8.756462,-4.487877,-0.1090695,1.828352,0.2558548,8.86679,5.152428,-4.04689,-6.456536,-4.29599,3.570719,"A"
"1603","gcl",16.45128,2.901116,-1.272883,2.684167,-1.950255,-4.540161,1.082664,-3.592408,2.10774,2.478957,-3.451615,2.361796,-7.947051,0.03075415,2.254828,-2.604577,-3.76127,2.916416,3.905968,-3.238314,"P"
"1604","g",-0.02327128,-3.082614,12.13344,0.05965625,0.6272592,0.9110379,1.368176,-0.4440572,1.697515,-3.606024,-1.052977,-0.09952301,0.395474,-0.6969264,1.032384,-3.313461,-0.3096775,3.205726,-0.03224784,-2.164514,"P"
"1605","l",-7.800259,-2.820073,10.55165,2.061298,0.1443732,0.4022531,0.4685333,0.5614046,-1.341461,-2.650625,0.9213517,-0.7590563,0.4169542,0.6739447,0.5139351,0.1257795,0.163421,2.492878,-1.308954,0.05176712,"A"
"1606","ay",-17.44837,5.9497,1.894264,2.291088,1.572851,-5.606803,0.06444699,-2.064236,2.043897,-0.7676158,3.240921,-0.9447398,1.718726,-0.989113,-2.719057,3.458688,0.8754643,-4.216404,-1.655031,-0.6110526,"A"
"1607","kcl",13.48782,-0.6288513,-6.457569,3.509677,0.07175276,-0.1000597,1.026142,-3.621402,0.7940039,-0.8992422,-0.5955462,-2.625811,1.430228,-0.9285975,0.6953274,-1.719667,-2.432098,1.491963,1.957581,0.06527961,"P"
"1608","dh",2.806482,-5.257865,5.247716,-6.848207,-1.428014,-1.077057,0.1620497,-0.9172367,5.66529,1.295863,-0.1649094,0.0473372,0.1080838,-2.202831,1.742634,-0.4193334,-3.961589,-0.4903186,-1.362827,-2.684874,"F"
"1609","ae",-7.482923,-9.204861,2.023163,1.619154,-1.012659,0.1728887,3.371566,0.6365796,0.2278822,0.05265608,-0.8053205,-1.707942,2.423135,1.612347,-0.898803,1.196576,-0.7741927,-1.822665,-1.955047,-2.862834,"A"
"1610","tcl",1.973132,6.276295,-2.625931,1.260337,0.5908075,0.459129,1.245747,-1.127398,0.5252348,0.2630903,0.9132567,-1.196701,-0.4178357,-0.2036716,-1.620493,0.5660951,-0.4402454,-0.2621298,0.08321747,0.270033,"P"
"1611","dh",-19.22544,-24.19006,-5.087556,-2.302023,2.694471,11.24574,-2.419928,-5.073732,1.401762,-2.362622,3.884263,2.713034,1.807617,1.756971,2.321343,2.733177,-0.3995274,6.781233,-2.701331,2.024342,"F"
"1612","ax",-16.4594,-19.7723,-13.26464,10.86849,-0.3187942,8.760335,-1.443351,-4.158002,-5.266669,1.723976,8.903555,-2.120872,0.1210723,-2.029374,0.5438244,4.082707,-1.541323,4.556048,-5.236159,2.856278,"A"
"1613","hv",9.761941,5.272784,-7.560726,-1.194571,2.901784,-3.234528,-5.322214,1.527294,5.296187,9.777815,-7.557722,-6.815398,-5.549526,-8.699897,2.744593,-12.30362,4.288422,-3.48769,-6.803325,-0.9623611,"X"
"1614","ao",-2.783771,-0.5502503,-2.617435,5.488038,1.011545,1.383451,-1.135359,-0.3256883,-0.735833,6.636888,2.087045,-4.825285,-1.415619,-0.5130973,4.839144,3.297121,-4.576957,-1.639692,3.596967,0.869226,"A"
"1615","n",-6.989709,12.57525,1.696456,-1.475693,-5.052719,-1.914822,-1.854156,-5.656717,2.641019,0.1213144,4.428216,1.263285,6.262034,4.005427,3.883647,7.23405,2.62857,-1.017387,2.455246,0.6665967,"N"
"1616","ix",-6.607562,4.412527,-1.798389,-8.705283,-6.449086,5.933771,-0.02216547,2.568726,2.741072,-4.333115,5.192827,6.947135,4.65489,-1.68712,1.700604,8.985694,0.1807216,-0.9279997,3.833171,-3.590376,"A"
"1617","dcl",9.282392,2.644063,-2.148765,4.234906,0.3658014,-2.248639,0.5867968,0.9280325,-3.450452,4.110671,-4.737863,-6.570154,4.129635,-1.455137,3.983489,0.2429247,0.2391986,0.7699136,-3.942882,-1.497635,"P"
"1618","d",10.32254,5.906244,2.972012,-5.647568,3.573057,-5.02409,3.426728,-0.8895283,-7.379938,2.269939,-4.756439,-7.668201,-4.083425,-2.081769,4.432795,-2.798219,5.042597,-0.5739489,-9.299093,-0.5141736,"P"
"1619","hv",8.900471,1.788653,1.572209,-8.60709,5.493203,-5.039971,1.863224,-2.84433,-2.852788,2.943787,-2.29566,-2.492178,-10.21404,-5.221103,1.939602,-7.388721,1.363357,-2.32215,-9.665685,2.100545,"X"
"1620","aw",0.4601488,-7.610869,2.102572,11.32483,5.479628,0.4308164,-4.336286,-1.931935,4.739383,4.063238,2.170154,-7.630415,-2.144603,-0.1287489,1.553277,0.8743011,-6.137203,0.8520249,-0.2249054,-0.9646846,"A"
"1621","s",18.92444,3.04646,-11.08765,-6.681288,-3.870675,-4.683212,-1.298215,-6.113597,-5.153235,3.722257,-1.457877,-4.133348,4.131107,0.1836137,1.813908,2.624458,-1.985673,1.708984,2.637209,5.691086,"F"
"1622","epi",-6.950101,8.876391,9.548163,-11.74801,-0.1752053,-0.5008221,-4.645709,14.35433,-5.085389,3.835372,1.070336,-0.2507222,-4.661484,3.150889,-0.5751469,-0.5457718,-2.724187,3.6583,1.047305,-5.066926,"X"
"1623","w",-9.37539,-10.80657,-2.544111,-7.716864,15.39891,-10.56339,-1.791649,6.629558,11.91533,-1.581984,-2.053132,-2.505594,1.553815,-1.333741,-4.239309,4.992519,6.264121,1.724242,-2.776818,-0.840125,"A"
"1624","ax",-7.302508,-14.97392,-3.042389,9.277593,17.4033,-3.301659,5.552139,-6.493286,0.9136918,-10.23113,-0.9778508,-3.542731,6.459728,-6.736334,0.7794551,4.566133,6.153447,-4.71178,-0.2077003,-4.159862,"A"
"1625","z",1.450698,22.58654,6.74814,8.759938,-2.455523,-3.948035,-8.987017,-7.991237,0.8276467,3.087795,3.919482,6.271307,-0.1501474,0.7582944,-2.95703,-3.664407,3.832549,-5.759198,-0.00636517,-1.80598,"F"
"1626","ix",-6.447884,-4.674981,-7.040188,-3.062493,0.7363491,14.78201,-0.8451673,6.516797,1.210835,-6.446581,0.8639502,-0.6501893,-4.471417,1.944449,-4.595326,0.2728874,-2.784157,0.9947605,-1.813288,2.906676,"A"
"1627","hv",19.42228,0.4182239,-5.719437,5.640971,1.993881,-3.663964,-5.92204,1.492505,-2.372032,1.678524,-8.345365,-5.728973,-1.320152,2.929634,5.755153,-1.376859,3.182446,0.8482922,-3.193209,-1.334094,"X"
"1628","ih",-2.093447,-15.06822,1.929031,6.354364,-7.805211,-1.292961,2.395888,0.03468256,10.03329,7.594976,0.1321915,3.075875,1.020321,-3.288934,-0.6189521,4.061646,-6.043232,2.651371,1.076103,2.976285,"A"
"1629","tcl",13.54008,12.5062,-6.227463,-5.307947,3.55049,0.05233978,0.4255514,-0.2997094,6.777681,-3.540908,4.211038,-5.236337,0.1374266,4.479743,-0.8267581,-2.230685,-1.508244,-1.734761,1.339004,0.4397001,"P"
"1630","pau",19.26411,5.045923,12.82561,-3.46251,-5.093902,0.3133602,6.445228,2.113036,-0.2156287,-1.19293,4.969003,-1.200594,0.9286493,6.637412,0.06413449,4.59679,-3.696668,-0.5904207,2.039288,-2.884028,"X"
"1631","d",-9.030248,-2.479987,5.22128,-6.120096,6.424526,2.510804,6.334995,5.629405,-1.495402,2.310477,-1.294771,4.213582,1.990365,3.532182,-0.3426537,0.9199258,2.989905,-0.2557592,-2.830899,-3.307261,"P"
"1632","uw",-11.11227,-4.883025,-1.734487,-2.304088,8.396546,-1.510142,5.639424,3.639882,-1.740931,3.547771,-0.5697822,4.186033,0.2924256,2.094821,-3.390349,1.705845,3.930008,0.9684074,-3.464884,-0.718195,"A"
"1633","dx",8.306365,-1.492679,-5.325759,-0.2589391,3.102465,-0.6554293,-1.567106,-6.837984,-6.420614,7.606879,3.54855,3.320508,0.2045901,-1.910684,-5.066667,-4.553023,2.777044,-3.088905,2.345629,2.433532,"P"
"1634","uw",14.13526,-5.354293,-5.964687,-10.30916,-4.744637,0.9618822,-3.467491,-5.261056,-6.153719,9.714327,2.99435,4.539211,4.87224,-7.071129,1.842491,-2.968534,1.437492,1.364507,2.988602,2.463338,"A"
"1635","aw",-9.618627,-1.46323,9.982391,12.90333,-2.245153,3.376054,-1.408802,0.8886622,1.595547,5.01631,2.072152,-5.524561,5.250271,-1.347898,5.39035,-1.024397,-0.7665184,5.989432,-0.7135863,-1.710485,"A"
"1636","q",-17.64414,9.819294,-9.961712,3.368812,1.222032,5.773873,7.827102,-0.9838513,-6.117826,-3.779189,2.955263,-5.801597,-0.5152433,-1.598603,-5.274428,2.973604,-0.8300525,-7.597222,2.346413,-0.8350229,"P"
"1637","s",16.27087,10.71212,2.51731,-7.888509,5.208101,6.041786,1.702093,-0.3384133,6.221387,-5.349426,-3.74749,-2.452615,3.071066,-0.6849302,-0.4164647,-0.4369385,-0.9394164,4.337085,-1.945711,2.937787,"F"
"1638","tcl",6.300192,-1.947013,4.464598,-9.98721,-6.584605,0.5080018,-1.317193,-5.367258,3.969339,0.7430823,-3.128408,3.185096,3.095575,-4.771272,-5.359713,2.26405,1.23351,1.811481,7.120236,0.3892795,"P"
"1639","t",-1.331062,-6.524019,3.925062,-4.864183,-8.294708,2.256007,2.119976,-3.159391,0.5749738,-0.8424338,-3.507217,-2.165852,0.9858144,-0.1604459,-8.155269,2.648259,2.543862,4.310142,5.207748,1.928152,"P"
"1640","ae",-4.480673,-4.159506,1.299962,0.5135247,-7.95353,-0.2253028,0.8697956,-0.2268409,-2.573314,-0.4227608,-1.834458,-3.951991,-0.6906674,0.7928118,-7.449958,3.971988,5.262659,6.532307,3.343985,3.210026,"A"
